time (s) 	ai1 (K)	ai2 (K)	ai3 (K)	ai4 (K)	ai5 (K)	ai6 (K)	ai7 (K)	ai8 (K)	ai9 (K)
1074.07	1047.92	821.5109145181	983.3315273206	821.5048984524	872.7043850252	767.376322898	920.8286324356	767.3324881159	872.708467677
1078.55	1046.92	820.7396244269	982.4596272792	820.7333992159	871.826385913	766.562334354	919.8980331459	766.5192886841	871.8304676178
1083.02	1045.91	819.9696143464	981.5867272377	819.9635099605	870.9493868008	765.749925739	918.9684338562	765.7063892464	870.9527675527
1087.51	1044.9	819.1998142636	980.7148271963	819.1938007548	870.0726877774	764.9381173016	918.0388345664	764.8946997779	870.0767674935
1090.58	1044.21	818.6727242079	980.1166271608	818.666711239	869.4724883102	764.3826283138	917.4026350991	764.3395801532	869.475867452
1095.07	1043.2	817.9040141215	979.2447271193	817.8980020333	868.597489198	763.5732196988	916.4750358094	763.5301007486	868.6008673928
1099.57	1042.2	817.1355140327	978.3728270779	817.1294127719	867.7224900858	762.7643212081	915.5474365197	762.7212013109	867.7258673336
1104.07	1041.19	816.3679239474	977.5009270365	816.3619135355	866.8477910624	761.9564227174	914.6198372299	761.9133018732	866.8518672744
1108.58	1040.18	815.6008238705	976.6283269891	815.5946042469	865.9737919503	761.1489442978	913.6932379402	761.1061023467	865.9771672093
1111.68	1039.49	815.0748238113	976.0298269595	815.0688148199	865.3741926606	760.5960352389	913.0570384729	760.5534927799	865.3782671679
1116.2	1038.48	814.3083237225	975.1579269181	814.3023155834	864.5011935484	759.7911367482	912.1314391832	759.7482932534	864.5052671087
1120.73	1037.48	813.5425236396	974.2860268766	813.5365163529	863.6281944362	758.9862382575	911.2058398935	758.9436038797	863.6322670495
1125.26	1036.47	812.7769335543	973.4131268352	812.7709270915	862.7561953241	758.1823397669	910.2802406037	758.1397044419	862.7602669903
1129.79	1035.46	812.0122234679	972.5412267937	812.006127861	861.8851962119	757.3799311519	909.355641314	757.3372949462	861.8885669252
1132.91	1034.77	811.4881334123	971.9437267641	811.48212837	861.2875969222	756.830442164	908.7221417579	756.7878953487	861.2916668837
1137.45	1033.77	810.7243333294	971.0711267168	810.7181190755	860.4172977212	756.0287537088	907.7985424682	755.9869058861	860.4206668245
1142.01	1032.76	809.9605332465	970.1989266813	809.953829903	859.5465986978	755.2286451827	906.8742432672	755.1860964733	859.5506667653
1146.57	1031.75	809.1970331577	969.3263266339	809.1907306784	858.6765995857	754.428746692	905.9506439775	754.3864070048	858.6806667061
1151.14	1030.75	808.4342330748	968.4544265925	808.428021378	857.8069005623	753.6298482013	905.0280446878	753.588207573	857.810966641
1154.27	1030.05	807.911023018	967.8556265688	807.9042319509	857.2110011838	753.0823592134	904.3955451317	753.0405078867	857.2150665996
1158.86	1029.05	807.1474329328	966.9820265214	807.1414327204	856.3410020716	752.2839505985	903.471945842	752.2418185129	856.3450665404
1163.45	1028.04	806.3837228463	966.10712648	806.3776334898	855.4703030482	751.4852621433	902.547646641	751.4437090113	855.4743664753
1168.05	1027.03	805.620832767	965.2332264386	805.6146241954	854.6010038473	750.6881536171	901.6240473513	750.6458095735	854.6043664161
1172.66	1026.02	804.8583326782	964.3586263912	804.852244998	853.7313048239	749.8912551264	900.7014480616	749.849820111	853.7356663509
1175.82	1025.33	804.3355426166	963.7591263616	804.3290355378	853.1354054454	749.3455561031	900.0689485055	749.3040004803	853.1397663095
1180.43	1024.32	803.5737425337	962.8849263261	803.5675363013	852.2674063332	748.5505675591	899.1466493045	748.5090110177	852.2717662503
1185.06	1023.31	802.8119424509	962.0103262787	802.8057370707	851.3997073099	747.7557591217	898.224749926	747.7144116688	851.4037661911
1189.69	1022.3	802.0504423621	961.1354262373	802.0439378402	850.5317081977	746.9617705777	897.3031506363	746.9202121423	850.5357661319
1194.32	1021.29	801.2896422792	960.2615261958	801.2831386096	849.6640091743	746.1686620516	896.3818514353	746.1273127046	849.6680660668
1197.51	1020.6	800.7681322283	959.6617261722	800.7616491767	849.069809707	745.6254731525	895.7503518793	745.5839131071	849.0741660253
1202.15	1019.59	800.0078421371	958.7871261248	800.0018499461	848.2041106836	744.8340645375	894.8307525895	744.7929236445	848.2081659661
1206.81	1018.58	799.2480420542	957.9122260834	799.2415406576	847.3371115715	744.0426761711	893.9101532998	744.0018141429	847.341465901
1211.47	1017.58	798.4882419713	957.0383260419	798.4820414211	846.4714125481	743.2522675561	892.9905540101	743.2119147051	846.4754658418
1216.13	1016.57	797.7287418825	956.1624260005	797.7222421906	845.6054134359	742.462579101	892.0709547203	742.4219252426	845.6097657767
1219.34	1015.88	797.2084418293	955.5629259709	797.2014527635	845.0125140574	741.9216700421	891.4404551642	741.8806156699	845.0168657353
1224.02	1014.87	796.4497317428	954.6880259294	796.442953527	844.1485149453	741.1331916224	890.5221559633	741.0926262073	844.152565682
1228.7	1013.86	795.69093166	953.813125888	795.6841542965	843.2838159219	740.3452931317	889.6035566736	740.3047267696	843.2878656169
1233.4	1012.85	794.9325515723	952.9382258466	794.9261450967	842.4198168097	739.5581846056	888.6849573838	739.5178273319	842.4238655577
1238.1	1011.84	794.1745414918	952.0626257992	794.1675558354	841.5558176975	738.7714961504	887.7670580053	738.7314178362	841.5601654925
1241.32	1011.15	793.6547514303	951.4628257755	793.6477664084	840.9632184078	738.2325870915	887.137858538	738.1922282079	840.9672654511
1246.03	1010.14	792.8972513415	950.5879257341	792.8909671778	840.1012192956	737.4476886008	886.2212592483	737.4073287702	840.1052653919
1250.75	1009.13	792.140241261	949.7120256926	792.1332579721	839.2375202723	736.6627901101	885.3036599586	736.6229192744	839.2422653327
1255.48	1008.13	791.3829511698	948.8364256453	791.3764587416	838.3755211601	735.8788015662	884.3870606688	735.8390198367	838.3795652676
1260.21	1007.12	790.6261510869	947.9612256098	790.619659511	837.5135220479	735.09569304	883.4704613791	735.0555404322	837.5175652084
1263.46	1006.43	790.1068510336	947.3607255802	790.10066002	836.9219227582	734.5582941054	882.8422619118	734.5186307766	836.9266651669
1268.2	1005.42	789.3510509507	946.4848255387	789.3440708534	836.060923646	733.7763055615	881.9266626221	733.7367313389	836.0649651018
1272.95	1004.41	788.5945508619	945.6089254973	788.588061559	835.1999245339	732.9944070708	881.0110633323	732.9548319012	835.2039650426
1277.71	1003.4	787.8387507791	944.7330254558	787.8317723864	834.3382255105	732.2132985446	880.0954640426	732.1732324576	834.3422649775
1282.48	1002.4	787.0829506962	943.8571254144	787.0759731559	833.4782263983	731.4326100894	879.1808647529	731.393242995	833.4822649183
1285.75	1001.7	786.5651606346	943.2566253848	786.5581837288	832.8883270198	730.897911066	878.5543651968	730.8586333336	832.8926648709
1290.53	1000.7	785.8103605517	942.3807253434	785.8033844983	832.0286279964	730.1190125754	877.6397659071	730.0794339018	832.0326648117
1295.31	999.689	785.0546504653	941.5045253078	785.0476752926	831.1686288843	729.339204138	876.7251666173	729.3005344641	831.1729647466
1300.11	998.681	784.2998503824	940.6279252605	784.292876062	830.3089298609	728.561215594	875.8115673276	728.5219350204	830.3136646933
1304.91	997.673	783.5450502996	939.751025219	783.5380768315	829.4499307487	727.7833171033	874.8979680379	727.7440355827	829.4539646282
1308.2	996.982	783.0273502344	939.1505251894	783.0208673713	828.8610313702	727.25061808	874.2717685706	727.2115459603	828.8653645809
1313.02	995.975	782.2734601551	938.2743251539	782.2664881739	828.0023323468	726.4737195893	873.3588691921	726.4346465226	828.0070645276
1317.84	994.967	781.5191700639	937.3974251125	781.5124788794	827.1443332347	725.6978210986	872.4462699023	725.658537021	827.1483644625
1322.66	993.96	780.7649499858	936.520525071	780.7579797376	826.2863341225	724.9219226079	871.5336706126	724.8828476472	826.2906643973
1327.5	992.952	780.0111499029	935.6429250237	780.0041805071	825.4276350991	724.1460241172	870.6210713229	724.1076481207	825.4326643381
1330.82	992.26	779.4943598413	935.041125	779.4871810161	824.8397357206	723.6146251826	869.9955717668	723.5762485232	824.8440642908
1335.67	991.253	778.7405597585	934.1642249586	778.7335918495	823.9827366085	722.8404266032	869.0839724771	722.8021390215	823.9870642316
1340.53	990.246	777.9870596697	933.2873249171	777.980092613	823.1250375851	722.066738148	868.1723731873	722.0284496477	823.1300641724
1345.39	989.238	777.2335595809	932.4094248757	777.2265034464	822.2683385617	721.2936296218	867.2607738976	721.2553401461	822.2733641073
1350.26	988.23	776.4804595039	931.5315248342	776.4734942466	821.4113394495	720.5207311312	866.3494746967	720.4824407084	821.4163640481
1353.61	987.54	775.9644594447	930.9307248106	775.9574947557	820.825440071	719.9915422321	865.7256750518	719.9532510801	820.8294640066
1358.49	986.533	775.2116593618	930.0531247632	775.2046955251	819.9694409589	719.2196437414	864.8150757621	719.1818415844	819.9737639415
1363.38	985.526	774.459159273	929.1752247218	774.4521963834	819.1137419355	718.4484451619	863.9047765611	718.4108521218	819.1177638823
1368.28	984.518	773.7063591902	928.2970246862	773.699607122	818.2577428233	717.6775466712	862.9948771826	717.6399526841	818.2620638172
1373.19	983.511	772.9538591014	927.4191246448	772.9468078915	817.4020437999	716.9067382338	862.0845779817	716.8693532404	817.407063758
1376.56	982.82	772.4377690457	926.8166246152	772.4308084952	816.8161444214	716.3790392105	861.4607783368	716.3414435849	816.8204637106
1381.48	981.813	771.6860589593	925.9387245738	771.6790092647	815.9611453093	715.6093507553	860.5514791358	715.5720542052	815.9654636514
1386.42	980.806	770.933468874	925.0598245323	770.926300059	815.1064462859	714.8402422291	859.6418798461	714.8030647426	815.1107635863
1391.36	979.798	770.1809687852	924.1806244968	770.1740108864	814.2517472625	714.0713437384	858.7322805564	714.033955241	814.2557635271
1396.3	978.791	769.4291687023	923.3017244554	769.4222116559	813.3970482391	713.3033551945	857.8236812666	713.2660558033	813.402063462
1399.69	978.101	768.9141686431	922.7002244258	768.9072122596	812.8121488606	712.7777462244	857.2011817106	712.7406562058	812.8171634206
1404.65	977.095	768.1633685603	921.8213243843	768.1562029651	811.9591497484	712.0108477337	856.2935824208	711.973756768	811.9634633554
1409.62	976.087	767.4115684774	920.9424243429	767.4046137985	811.1054507251	711.243949243	855.3856830423	711.2068573303	811.1104632962
1414.59	975.08	766.6600683886	920.0632243074	766.652814568	810.2524516129	710.4772607878	854.4773838414	710.4401678618	810.256463237
1419.58	974.073	765.9084783033	919.1833242659	765.9013154262	809.3987525895	709.7113622972	853.5697845516	709.6742684241	809.4037631719
1423	973.383	765.3932682465	918.5805242422	765.3863159352	808.813853211	709.1859633626	852.9472849956	709.1496587627	808.8188631305
1428	972.376	764.6426781613	917.7009241949	764.6355167047	807.9618540988	708.4212749074	852.0406857058	708.384759325	807.9661630654
1433.01	971.369	763.8909680748	916.8210241534	763.8840175629	807.1091550755	707.6563764167	851.1330864161	707.6198598873	807.1134630002
1438.02	970.362	763.140167992	915.9408241179	763.1331283075	806.2561559633	706.8919678018	850.2261870376	706.8556603608	806.261162947
1443.04	969.355	762.3893679091	915.0609240765	762.3819291598	805.4044569399	706.1282793466	849.3195877479	706.0919708923	805.4094628818
1446.49	968.665	761.8743678499	914.4574240469	761.8674197056	804.8205575614	705.604880412	848.6983882806	705.5685712947	804.8248628345
1451.53	967.658	761.1237777646	913.5772240114	761.116620475	803.968858538	704.8417718858	847.7917889908	704.805671857	803.9738627753
1456.58	966.651	760.3730676782	912.6963239699	760.3653313025	803.1168594259	704.0788733951	846.8851897011	704.0427724193	803.1218627161
1461.63	965.644	759.6222675953	911.8164239285	759.6148321607	802.2661604025	703.3164850287	845.9795904114	703.2808729816	802.270462645
1466.69	964.638	758.8719775041	910.935523887	758.8645228721	801.4151612903	702.5550764138	845.0739911216	702.5191835131	801.4194625858
1470.17	963.948	758.3571874426	910.3317238634	758.34982347	800.8315620006	702.0328875147	844.4534915656	701.9973638824	800.8365625444
1475.24	962.941	757.6071773621	909.4508238219	757.5999342145	799.9808629772	701.2717789885	843.5478922758	701.2364644447	799.9858624793
1480.33	961.935	756.8566772733	908.5696237864	756.8494350728	799.130863865	700.5108804978	842.6432929861	700.4757749762	799.1358624201
1485.42	960.928	756.1066671928	907.688723745	756.0991459002	798.2801648417	699.7509820071	841.7383936076	699.7156654746	798.285162355
1490.53	959.922	755.3562871051	906.8068237035	755.3491367005	797.4301657295	698.9910835165	840.8337943178	698.9557660369	797.4351622958
1494.03	959.231	754.8418670507	906.2023236739	754.8343472734	796.847266351	698.4698946174	840.2132947618	698.4347864725	796.8522622543
1499.15	958.225	754.0917869571	905.3204236325	754.0845480429	795.9975673276	697.7109961267	839.3089955608	697.6756769709	796.0025621892
1504.28	957.218	753.341566879	904.438223597	753.3340489011	795.1478683042	696.9518876005	838.4043962711	696.9167775331	795.1528621241
1509.41	956.211	752.5912767878	903.5563235555	752.5842496706	794.2981692809	696.1929891098	837.5004968926	696.1581780895	794.303162059
1514.56	955.205	751.8416867026	902.67412352	751.8342404708	793.4491701687	695.4353006547	836.5968976028	695.4002786518	793.4541619998
1518.08	954.516	751.327896641	902.0696234904	751.3205410686	792.867570879	694.9159017201	835.9776981355	694.8815789655	792.8725619524
1523.24	953.51	750.5786765629	901.187723449	750.570951902	792.0195717668	694.1590032294	835.074798757	694.1246795278	792.0245618932
1528.41	952.503	749.8281764741	900.3048234075	749.8211526714	791.1705726546	693.4018947032	834.1711994673	693.3677800901	791.175561834
1533.59	951.497	749.0785863888	899.421623372	749.0714434657	790.3218736313	692.645206248	833.2676001776	692.6111806464	790.3268617689
1538.78	950.489	748.3277863059	898.5377233306	748.319944324	789.4721746079	691.8876078461	832.3637007991	691.8532812087	789.4771617038
1542.35	949.798	747.8127862467	897.9309233069	747.8056448389	788.8892752294	691.3689088228	831.7435013318	691.3345815224	788.8945616564
1547.56	948.79	747.0620761603	897.0467232714	747.0545657303	788.040576206	690.6120103321	830.839902042	690.5777721096	788.0455615972
1552.78	947.782	746.3107860691	896.161123224	746.3037664998	787.1908771826	689.8554119302	829.9353027523	689.8210826411	787.1958615321
1558.01	946.774	745.5597759886	895.2759231885	745.5527573	786.3418780704	689.098723475	829.0317034626	689.0651832034	786.3468614729
1563.25	945.765	744.8091859034	894.390723153	744.8014681275	785.4921790471	688.3428249843	828.127804084	688.3087938236	785.4971614078
1566.84	945.075	744.2949758466	893.7842231234	744.2874687312	784.9112796685	687.8254260497	827.5086046168	687.7920941373	784.9162613663
1572.09	944.068	743.5446857554	892.8993230819	743.5367595255	784.0635806452	687.0708276478	826.606005327	687.0372847245	784.0685613012
1577.35	943.06	742.7940956701	892.0141230464	742.7861703589	783.2148816218	686.3157191217	825.7031059485	686.282595256	783.2198612361
1582.62	942.053	742.0430855896	891.128223005	742.0356712171	782.3668825096	685.561820631	824.8005066588	685.5284857544	782.3718611769
1587.91	941.045	741.2925855008	890.2423229635	741.2848719866	781.5181834862	684.8077121048	823.897907369	684.7740963746	781.5234611058
1591.53	940.354	740.7777954393	889.6345229399	740.7701725844	780.9372841077	684.2907332412	823.2787079017	684.2573966883	780.9422610703
1596.83	939.346	740.0272953505	888.7486228984	740.0200733597	780.0895850843	683.537624715	822.376108612	683.5044972506	780.0945610052
1602.13	938.339	739.2764952676	887.861722857	739.269574218	779.241886061	682.7842363486	821.4742092335	682.750897807	779.2468609401
1607.45	937.331	738.5259951788	886.9755228215	738.5187749874	778.3941870376	682.031337858	820.5716099438	681.9989983693	778.3998608809
1612.78	936.323	737.77549509	886.0883227859	737.7682758457	777.5471879254	681.2792293318	819.670010654	681.2461889564	777.5524608099
